pca_1,pca_2,tsne_1,tsne_2,dataset
4596.336964433449,-13262.417529634698,5.284325,4.5769773,Cityscapes
2862.005001049389,1436.6204183408427,-0.881352,5.2061462,Cityscapes
-15.004929666940509,2983.3089186201523,-5.8913636,-2.4148538,Cityscapes
1337.7965455660692,-2406.923279494137,-2.6726565,4.552491,Cityscapes
3204.4281186644957,282.8316602722043,-4.4681063,2.0149436,Cityscapes
794.6719297321811,3673.881377904822,-8.61035,3.662589,Cityscapes
3465.6575234257234,15907.68825112233,-9.783143,-6.1847067,Cityscapes
-94.81553825624444,-4921.862863653316,2.308813,1.1518279,Cityscapes
165.6934065493604,3532.517417275729,-2.6736774,-1.0658692,Cityscapes
3137.0931731106552,-2159.664623233971,-2.9051182,8.778087,Cityscapes
-1801.0573481005779,-451.1769465778004,-2.9629452,1.6761843,Cityscapes
1869.9266673194609,2673.0045351916974,-7.5253615,-1.4634328,Cityscapes
-6029.534393579247,-6108.919222266837,-1.5171453,-3.9921596,Cityscapes
3544.2057212618874,-6049.169878674121,1.6513612,6.528214,Cityscapes
-9278.626314835828,-4400.873653587572,-0.7833872,-3.3660626,Cityscapes
2806.5543258564894,9473.277115445822,-7.5653443,-6.391685,Cityscapes
5584.913345120151,-4274.384108643529,0.43165204,7.141119,Cityscapes
-2446.1499229949673,6627.769735727757,-4.542151,-4.6741734,Cityscapes
-1285.5983721157352,-1324.3699465554903,-4.254555,-1.4043388,Cityscapes
-1860.1416757113236,-7232.681302487337,-5.3151255,8.441046,Cityscapes
2747.2717341223783,-802.6354046172754,-8.147532,-1.138697,Cityscapes
-9554.182264055462,-5397.986084464289,2.6167383,-2.317619,Cityscapes
-8059.099414079744,-526.270123628428,-0.280933,-2.566216,Cityscapes
-3095.9852470944193,2855.7443393533463,-4.208215,1.1713192,Cityscapes
-15550.438073518746,12757.573350107516,-1.7056404,-9.602181,Synthia
-1580.749199811524,-15205.586757230114,4.600995,2.70922,Synthia
3569.6835705409353,12464.477772343214,-8.011794,2.0471451,Synthia
3018.287753594219,-11918.933663919983,8.485289,2.53398,Synthia
-5947.754147674377,-10791.839833801965,5.6963,-0.31721184,Synthia
3458.524834480363,-4646.733640938354,0.97618735,-6.3515086,Synthia
8060.390105842582,-5623.810757481431,5.3217683,1.2057439,Synthia
11826.686182083844,10572.703926993136,-13.472089,-0.36080047,Synthia
10415.807889207977,-4980.270882735452,1.4838802,8.122967,Synthia
1831.2920960410563,-5186.679317849581,1.6325672,2.677948,Synthia
-18277.091521964423,8179.355791148554,-1.1666741,-9.260067,Synthia
-6214.350479975254,-3878.86969206135,1.3678226,-5.6660867,Synthia
-7273.188560187001,1252.0014747208222,2.254839,-4.523059,Synthia
5271.129317205837,-19871.386528980966,7.2315655,4.76278,Synthia
5112.889702393749,-18484.099097188835,7.1528344,5.104669,Synthia
3653.236099962778,11321.199921701264,-6.0815506,-4.400917,Synthia
14170.200528467996,-6754.902372315434,5.501609,7.0522933,Synthia
-488.9367895493696,-8177.701658937676,1.0076159,1.6266817,Synthia
17869.16499201558,-2666.6017300853355,1.0381383,9.150847,Synthia
-6693.280219513905,-196.8696238958306,7.3255534,-3.551215,Synthia
-22349.547255735517,1379.3722471155124,3.888937,-8.055596,Synthia
2634.052399211501,-4454.5555743080895,1.7543144,5.145756,Synthia
23238.106540019096,18915.413306280014,-11.095862,-9.075832,Synthia
4991.4032669371,3396.097366618754,-7.7972445,-3.6821,Synthia
11906.064277367102,-6062.641257244253,2.7349167,7.9345837,Synthia
9419.714236318216,-1603.4390434585678,-1.6972002,7.181423,Synthia
-9362.291471409424,-7701.282201904352,4.2342253,-2.931122,Synthia
-139.8954901490835,-680.8869604606292,-3.5706916,-4.80235,Synthia
-6241.713228453278,-11895.89740901553,5.037301,-1.5670402,Synthia
4911.335763060389,2138.0920156891048,-3.3746123,3.1844633,Synthia
-9420.277935198843,13697.020728884536,-2.4975827,-9.585844,Synthia
368.18446377241935,-11038.406516029567,6.0524096,3.41818,Synthia
20901.922350585075,-9396.237634861813,3.3477857,9.452978,Synthia
-7236.369124373135,-6964.535889682692,3.7764547,-0.5917963,Synthia
22236.84227897532,-19135.89503954452,4.8012176,8.892083,Synthia
-17789.19544539887,-10452.331070051949,5.759843,-5.418485,Synthia
15425.352806615858,-2754.225191736569,-0.6578707,8.996575,Synthia
-5124.198791387948,30369.859989317294,-12.36249,-5.7662716,Synthia
5684.0332016481225,25888.625309483527,-12.552322,-5.7830353,Synthia
1504.2730836652684,5057.726923438938,-5.0102735,1.1765774,Synthia
1207.2311088430477,22531.823482057,-11.562415,-4.0239234,Synthia
-29435.631580088717,-2682.817542307203,5.8236284,-7.4655123,Synthia
21758.03477447585,1008.1492181411796,1.3424608,10.689331,Synthia
-24121.846291753594,-4068.7218723924743,5.6247334,-6.8367295,Synthia
-17033.898038959316,-8940.687658776582,5.2439384,-5.2604795,Synthia
-11434.463285385387,12181.828816868576,0.9783771,-9.336402,Synthia
5614.449941878421,10321.642950676884,-11.8802,2.426515,Synthia
998.1669818126271,-11924.933925801331,6.8111973,1.6158308,Synthia
-246.9945796894974,27900.082359371932,-11.303622,-7.0504594,Synthia
-4691.941263625093,-6114.772403953202,6.6669583,-1.5488181,Synthia
-1559.6880010649725,12924.901510115636,-10.898672,-2.9137466,Synthia
-15035.843540708429,8443.840806841043,2.3357294,-8.3614025,Synthia
-3327.723318210011,-5133.585915835597,1.7963476,-3.3452108,Synthia
16728.6153211228,-17719.74400023758,7.384969,6.5895624,Synthia
-13628.426572535742,-9425.143411188494,4.943402,-4.4271183,Synthia
16609.836053829953,18941.783908789585,-10.356202,-7.9119573,Synthia
-9584.914436914265,6925.487363551952,-0.78415376,-7.112457,Synthia
16117.102923019773,10904.019142797257,-8.957215,-8.179298,Synthia
99.43804161898576,714.3772997497871,-2.1414297,-5.4869714,Synthia
16424.46715846011,6725.663135564136,-13.500512,-0.30905744,Synthia
-8912.47901291976,-8656.576160093051,4.5799875,-2.3983433,Synthia
-11649.731730761278,-9549.82464467783,4.983036,-3.4809494,Synthia
10049.640775679156,-16653.04920522732,8.43738,5.45346,Synthia
11003.100955031285,31496.111719931952,-12.519953,-7.4936204,Synthia
-13750.959956807508,-5343.225104346502,3.809061,-3.881579,Synthia
10551.109676240654,-249.76227659011923,-1.8197657,6.416045,Synthia
-8162.221888769039,6554.866410083328,-1.7066752,-8.02389,Synthia
22506.853518787848,-15469.725247544724,6.158262,8.738913,Synthia
30352.073886050388,-12314.951614514468,5.58254,9.13048,Synthia
3500.7878239448305,24803.523689241716,-12.144348,-6.4611,Synthia
5005.337738251071,3859.5461086873547,-8.542411,0.11017835,Synthia
-12157.157869863793,10928.261630312903,-1.7887875,-9.144383,Synthia
-18099.3076587209,-5259.098732459456,5.215787,-6.043677,Synthia
7509.143708010488,-7198.011931509314,4.487987,7.061298,Synthia
-10472.750703885227,15243.280702501705,-11.1938095,-3.0131018,Synthia
-17021.83854417708,22.11822179584283,2.9308872,-6.970847,Synthia
-15513.4759225313,7194.668581822948,2.4833713,-9.129262,Synthia
10993.51316437037,5423.6327982047105,-6.9178467,-3.0605261,Synthia
912.3596361085749,-5184.508671890266,7.110394,-1.3540047,Synthia
6035.907742849534,-7314.662200071871,0.8158286,4.2436805,Synthia
12597.125041672918,-4032.610634236098,3.5912228,6.7842026,Synthia
-9616.716347831063,2461.8108209844,0.5870905,-2.9313824,Synthia
128.4409705987271,878.2656497354095,-8.026517,-3.1133046,Synthia
-5615.639259024521,9643.518606791005,-4.793659,-8.055812,Synthia
-19143.314616265507,-2594.9856206356862,4.7342706,-7.067309,Synthia
5614.449941878421,10321.642950676884,-11.880274,2.4264965,Synthia
2818.795614475377,-12397.537195269591,3.979869,4.2174044,Synthia
10976.047035561045,-14091.109402042552,6.1731305,5.8817754,Synthia
-18201.639097874133,3371.1724259499792,3.462042,-8.301732,Synthia
34669.2064526709,3573.375543413909,3.4766235,10.491465,Synthia
-5944.056863111165,8210.961038494537,-4.575171,-5.832691,Synthia
19925.15579688614,18865.754028506923,-10.448419,-9.943457,Synthia
8705.306271144405,-22950.154015222426,7.62962,3.810699,Synthia
14181.22812321356,9835.85543349666,-10.815453,0.7292298,Synthia
-7568.029154856113,7222.7825744647525,-2.4753137,-8.220912,Synthia
-6092.0832477793265,-2084.55597031458,0.534821,-2.3795583,Synthia
-4750.847573424347,17454.355625450775,-11.589948,-3.0009372,Synthia
-22382.86137669776,-3944.0625596355158,5.1838074,-6.721594,Synthia
20943.43592949333,-4153.226370252428,1.3757478,11.009354,Synthia
19273.273411390783,13791.64663356874,-10.420479,-10.028237,Synthia
