pca_1,pca_2,tsne_1,tsne_2,dataset,path,similar_name,similar_image_paths,similar_label_paths,IoU_score
674.2107048827115,-8786.072774178685,-9.846925,4.4259467,Cityscapes,dataset\original_cityscapes_inputs\239.jpeg,0004329.png,dataset\SYNTHIA_256\image\0004329.png,dataset\SYNTHIA_256\new_labels_100\0004329.png,0.552978515625
3673.9846982545673,-9572.880283410392,-11.879478,-6.0628786,Cityscapes,dataset\original_cityscapes_inputs\45.jpeg,0003550.png,dataset\SYNTHIA_256\image\0003550.png,dataset\SYNTHIA_256\new_labels_100\0003550.png,0.489837646484375
-7690.70147400397,-3036.540180889863,2.8771186,-9.071471,Cityscapes,dataset\original_cityscapes_inputs\79.jpeg,0000309.png,dataset\SYNTHIA_256\image\0000309.png,dataset\SYNTHIA_256\new_labels_100\0000309.png,0.457061767578125
-3375.6963111725627,-4778.684617254664,-4.422726,-1.9611163,Cityscapes,dataset\original_cityscapes_inputs\391.jpeg,0005323.png,dataset\SYNTHIA_256\image\0005323.png,dataset\SYNTHIA_256\new_labels_100\0005323.png,0.549041748046875
-3150.44161702313,483.36159158258425,-0.3450182,-0.4931049,Cityscapes,dataset\original_cityscapes_inputs\162.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.615997314453125
6878.213515733585,7106.341654624553,8.23839,9.589256,Cityscapes,dataset\original_cityscapes_inputs\47.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.5140380859375
-6940.793847164208,-2507.0698458805255,-3.6109836,0.0065101916,Cityscapes,dataset\original_cityscapes_inputs\399.jpeg,0003550.png,dataset\SYNTHIA_256\image\0003550.png,dataset\SYNTHIA_256\new_labels_100\0003550.png,0.5403594970703125
5161.797359688105,7883.8830894846715,12.366872,21.150772,Cityscapes,dataset\original_cityscapes_inputs\181.jpeg,0004329.png,dataset\SYNTHIA_256\image\0004329.png,dataset\SYNTHIA_256\new_labels_100\0004329.png,0.5845947265625
-371.5875118030471,-126.49369910775093,-7.0081596,-19.002085,Cityscapes,dataset\original_cityscapes_inputs\12.jpeg,0000489.png,dataset\SYNTHIA_256\image\0000489.png,dataset\SYNTHIA_256\new_labels_100\0000489.png,0.4744873046875
2956.9793857823447,2449.687904174923,-4.5587726,4.083001,Cityscapes,dataset\original_cityscapes_inputs\337.jpeg,0003550.png,dataset\SYNTHIA_256\image\0003550.png,dataset\SYNTHIA_256\new_labels_100\0003550.png,0.4428253173828125
-4988.351705888427,-3144.309663001094,-1.2777007,-5.6230273,Cityscapes,dataset\original_cityscapes_inputs\112.jpeg,0005541.png,dataset\SYNTHIA_256\image\0005541.png,dataset\SYNTHIA_256\new_labels_100\0005541.png,0.6417694091796875
-4889.98875893065,-2473.8119028412643,-3.900062,1.3244952,Cityscapes,dataset\original_cityscapes_inputs\65.jpeg,0003594.png,dataset\SYNTHIA_256\image\0003594.png,dataset\SYNTHIA_256\new_labels_100\0003594.png,0.550079345703125
-2839.2416081838114,-8283.467240628988,-5.974633,-1.8020036,Cityscapes,dataset\original_cityscapes_inputs\326.jpeg,0005323.png,dataset\SYNTHIA_256\image\0005323.png,dataset\SYNTHIA_256\new_labels_100\0005323.png,0.528717041015625
-6641.73583891821,-2452.0553806464823,3.1752908,0.7067559,Cityscapes,dataset\original_cityscapes_inputs\330.jpeg,0000309.png,dataset\SYNTHIA_256\image\0000309.png,dataset\SYNTHIA_256\new_labels_100\0000309.png,0.581298828125
5049.582073719375,-2444.079140053663,-3.452948,12.059613,Cityscapes,dataset\original_cityscapes_inputs\282.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.5482177734375
-5204.616032275249,-3947.585196229078,1.3036425,-9.202034,Cityscapes,dataset\original_cityscapes_inputs\396.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.534912109375
-1958.6853530680619,4168.7519688122275,-0.7364504,-1.868798,Cityscapes,dataset\original_cityscapes_inputs\61.jpeg,0005674.png,dataset\SYNTHIA_256\image\0005674.png,dataset\SYNTHIA_256\new_labels_100\0005674.png,0.7560882568359375
-1033.9114341789061,4386.19460653949,5.9483013,5.1781816,Cityscapes,dataset\original_cityscapes_inputs\236.jpeg,0000489.png,dataset\SYNTHIA_256\image\0000489.png,dataset\SYNTHIA_256\new_labels_100\0000489.png,0.447021484375
5472.545014763338,-749.5377433718627,-1.678506,13.256966,Cityscapes,dataset\original_cityscapes_inputs\266.jpeg,0000489.png,dataset\SYNTHIA_256\image\0000489.png,dataset\SYNTHIA_256\new_labels_100\0000489.png,0.4416351318359375
-2581.640421784945,-6163.003760112655,3.045943,-5.467999,Cityscapes,dataset\original_cityscapes_inputs\360.jpeg,0004605.png,dataset\SYNTHIA_256\image\0004605.png,dataset\SYNTHIA_256\new_labels_100\0004605.png,0.5486907958984375
7147.168968990904,5768.766468452291,8.210775,11.471797,Cityscapes,dataset\original_cityscapes_inputs\231.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.5434112548828125
6360.936640215995,14935.954095884648,9.563019,14.40218,Cityscapes,dataset\original_cityscapes_inputs\366.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.6761322021484375
6180.526806062623,-9752.433592251335,-8.573605,11.348231,Cityscapes,dataset\original_cityscapes_inputs\342.jpeg,0003550.png,dataset\SYNTHIA_256\image\0003550.png,dataset\SYNTHIA_256\new_labels_100\0003550.png,0.4693145751953125
9606.645209126566,-4314.556547876801,-8.436573,3.6812596,Cityscapes,dataset\original_cityscapes_inputs\293.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.5832366943359375
6637.96525930242,7436.274755771981,16.243916,4.937807,Cityscapes,dataset\original_cityscapes_inputs\400.jpeg,0004686.png,dataset\SYNTHIA_256\image\0004686.png,dataset\SYNTHIA_256\new_labels_100\0004686.png,0.5902252197265625
4650.082817567936,2775.9728813330266,2.5137746,11.059643,Cityscapes,dataset\original_cityscapes_inputs\336.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.467010498046875
5079.517472348916,-13837.963125976092,-12.749476,0.8750631,Cityscapes,dataset\original_cityscapes_inputs\138.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.633026123046875
793.0699739828198,-6400.6064755480475,-11.640381,13.914291,Cityscapes,dataset\original_cityscapes_inputs\98.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.529296875
-8731.303757658598,1681.5622059285995,9.381464,-0.80281764,Cityscapes,dataset\original_cityscapes_inputs\258.jpeg,0003550.png,dataset\SYNTHIA_256\image\0003550.png,dataset\SYNTHIA_256\new_labels_100\0003550.png,0.48822021484375
5150.163805411806,5238.875322268474,9.251882,10.919761,Cityscapes,dataset\original_cityscapes_inputs\292.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.64306640625
729.5332385141419,-431.9941320991252,-17.149212,6.8690987,Cityscapes,dataset\original_cityscapes_inputs\28.jpeg,0004329.png,dataset\SYNTHIA_256\image\0004329.png,dataset\SYNTHIA_256\new_labels_100\0004329.png,0.6673126220703125
4234.770225637173,-13196.82276005355,-12.836944,1.9510086,Cityscapes,dataset\original_cityscapes_inputs\67.jpeg,0004759.png,dataset\SYNTHIA_256\image\0004759.png,dataset\SYNTHIA_256\new_labels_100\0004759.png,0.4861297607421875
588.2568375885442,-3347.836502387162,-6.73326,0.09848477,Cityscapes,dataset\original_cityscapes_inputs\78.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.5097503662109375
4887.537334975567,-4275.104325955164,-5.203454,8.037054,Cityscapes,dataset\original_cityscapes_inputs\328.jpeg,0004759.png,dataset\SYNTHIA_256\image\0004759.png,dataset\SYNTHIA_256\new_labels_100\0004759.png,0.635040283203125
1629.892848877191,-6284.962621217082,-8.456292,7.4030213,Cityscapes,dataset\original_cityscapes_inputs\279.jpeg,0000303.png,dataset\SYNTHIA_256\image\0000303.png,dataset\SYNTHIA_256\new_labels_100\0000303.png,0.4669342041015625
2391.685674371121,-13779.74771025137,-20.10406,-6.590005,Cityscapes,dataset\original_cityscapes_inputs\141.jpeg,0003550.png,dataset\SYNTHIA_256\image\0003550.png,dataset\SYNTHIA_256\new_labels_100\0003550.png,0.458770751953125
5068.4488682402,10710.789573314078,9.214785,12.786002,Cityscapes,dataset\original_cityscapes_inputs\51.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.71856689453125
-918.9434423989917,-7477.464583796018,20.590204,-4.1380243,Cityscapes,dataset\original_cityscapes_inputs\175.jpeg,0004686.png,dataset\SYNTHIA_256\image\0004686.png,dataset\SYNTHIA_256\new_labels_100\0004686.png,0.581817626953125
4121.99988559562,-10263.398777560666,-11.748028,3.6673565,Cityscapes,dataset\original_cityscapes_inputs\344.jpeg,0001611.png,dataset\SYNTHIA_256\image\0001611.png,dataset\SYNTHIA_256\new_labels_100\0001611.png,0.4896697998046875
7745.671319204592,-3739.9996294760153,-5.8939543,13.209625,Cityscapes,dataset\original_cityscapes_inputs\255.jpeg,0004329.png,dataset\SYNTHIA_256\image\0004329.png,dataset\SYNTHIA_256\new_labels_100\0004329.png,0.623443603515625
-3044.8776954997093,-2615.9722343361937,-0.009607039,-6.371699,Cityscapes,dataset\original_cityscapes_inputs\246.jpeg,0000489.png,dataset\SYNTHIA_256\image\0000489.png,dataset\SYNTHIA_256\new_labels_100\0000489.png,0.523284912109375
10507.326626521199,-1923.6043621363324,-4.706781,15.4741125,Cityscapes,dataset\original_cityscapes_inputs\259.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.584686279296875
3554.1987114295703,1349.5428136396572,-13.268137,16.178886,Cityscapes,dataset\original_cityscapes_inputs\184.jpeg,0004329.png,dataset\SYNTHIA_256\image\0004329.png,dataset\SYNTHIA_256\new_labels_100\0004329.png,0.4671173095703125
1362.2311023991806,7589.392565683503,8.634626,8.004034,Cityscapes,dataset\original_cityscapes_inputs\114.jpeg,0005323.png,dataset\SYNTHIA_256\image\0005323.png,dataset\SYNTHIA_256\new_labels_100\0005323.png,0.5583038330078125
6122.60501486016,-5083.437459960761,-16.38398,5.5297055,Cityscapes,dataset\original_cityscapes_inputs\339.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.52667236328125
750.4204832808036,7854.361636610634,9.387577,3.873843,Cityscapes,dataset\original_cityscapes_inputs\456.jpeg,0000489.png,dataset\SYNTHIA_256\image\0000489.png,dataset\SYNTHIA_256\new_labels_100\0000489.png,0.5258636474609375
7391.844082385848,5226.544277890833,-0.01572168,7.062691,Cityscapes,dataset\original_cityscapes_inputs\39.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.5628662109375
6268.775537260438,-1682.9924226844316,-5.0999646,7.5861835,Cityscapes,dataset\original_cityscapes_inputs\189.jpeg,0004759.png,dataset\SYNTHIA_256\image\0004759.png,dataset\SYNTHIA_256\new_labels_100\0004759.png,0.6822357177734375
3148.4968819601745,13699.008590476678,4.2572217,13.892775,Cityscapes,dataset\original_cityscapes_inputs\41.jpeg,0000489.png,dataset\SYNTHIA_256\image\0000489.png,dataset\SYNTHIA_256\new_labels_100\0000489.png,0.554901123046875
4868.030326884485,1950.4391848473174,-11.921713,15.213154,Cityscapes,dataset\original_cityscapes_inputs\121.jpeg,0004759.png,dataset\SYNTHIA_256\image\0004759.png,dataset\SYNTHIA_256\new_labels_100\0004759.png,0.6106414794921875
6220.941028363778,-7958.756239834188,-9.881181,6.1175056,Cityscapes,dataset\original_cityscapes_inputs\283.jpeg,0005476.png,dataset\SYNTHIA_256\image\0005476.png,dataset\SYNTHIA_256\new_labels_100\0005476.png,0.714996337890625
2613.2995532999876,-5894.7791822013,-6.9795346,8.872695,Cityscapes,dataset\original_cityscapes_inputs\471.jpeg,0000489.png,dataset\SYNTHIA_256\image\0000489.png,dataset\SYNTHIA_256\new_labels_100\0000489.png,0.5455169677734375
-2242.1750113765347,-365.6193271753747,-1.9117901,1.6327217,Cityscapes,dataset\original_cityscapes_inputs\63.jpeg,0004605.png,dataset\SYNTHIA_256\image\0004605.png,dataset\SYNTHIA_256\new_labels_100\0004605.png,0.4972686767578125
6623.89909781441,-2527.3400621219325,-12.591038,6.246355,Cityscapes,dataset\original_cityscapes_inputs\305.jpeg,0004329.png,dataset\SYNTHIA_256\image\0004329.png,dataset\SYNTHIA_256\new_labels_100\0004329.png,0.647491455078125
-982.34561426554,2132.1952722738574,-2.8342834,-1.2003385,Cityscapes,dataset\original_cityscapes_inputs\48.jpeg,0004686.png,dataset\SYNTHIA_256\image\0004686.png,dataset\SYNTHIA_256\new_labels_100\0004686.png,0.616241455078125
-6779.611716742949,2427.578842414601,7.9364014,-3.968916,Cityscapes,dataset\original_cityscapes_inputs\322.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.5137939453125
5412.238034237223,-7363.701835485006,-10.372529,10.440659,Cityscapes,dataset\original_cityscapes_inputs\333.jpeg,0004329.png,dataset\SYNTHIA_256\image\0004329.png,dataset\SYNTHIA_256\new_labels_100\0004329.png,0.6519012451171875
-1909.1217261480297,4404.902288681774,2.4745138,3.9872031,Cityscapes,dataset\original_cityscapes_inputs\361.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.6511993408203125
4353.253624524063,12725.816981072967,-18.45605,-12.358532,Cityscapes,dataset\original_cityscapes_inputs\95.jpeg,0004365.png,dataset\SYNTHIA_256\image\0004365.png,dataset\SYNTHIA_256\new_labels_100\0004365.png,0.55615234375
-1990.740671673514,1804.0195818053205,0.7075784,1.2838647,Cityscapes,dataset\original_cityscapes_inputs\432.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.4774932861328125
-579.3869243683681,-3847.674325357119,-2.9868095,-3.0763073,Cityscapes,dataset\original_cityscapes_inputs\310.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.4609375
-5573.496553812033,-6349.860634891747,1.8999634,-10.807795,Cityscapes,dataset\original_cityscapes_inputs\425.jpeg,0000303.png,dataset\SYNTHIA_256\image\0000303.png,dataset\SYNTHIA_256\new_labels_100\0000303.png,0.489654541015625
2600.4030391804254,520.2436210511914,-1.9965546,7.2321343,Cityscapes,dataset\original_cityscapes_inputs\388.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.57708740234375
43.06250345862588,31.94698332318243,-2.223138,4.452973,Cityscapes,dataset\original_cityscapes_inputs\257.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.571807861328125
51.447462902332184,-6227.073717663289,5.469405,-6.1992345,Cityscapes,dataset\original_cityscapes_inputs\451.jpeg,0000303.png,dataset\SYNTHIA_256\image\0000303.png,dataset\SYNTHIA_256\new_labels_100\0000303.png,0.478729248046875
6167.257101571107,-6817.28884905469,-9.5077505,2.5096662,Cityscapes,dataset\original_cityscapes_inputs\467.jpeg,0005323.png,dataset\SYNTHIA_256\image\0005323.png,dataset\SYNTHIA_256\new_labels_100\0005323.png,0.4837646484375
6966.842996730453,12655.74851629281,2.1535697,8.532728,Cityscapes,dataset\original_cityscapes_inputs\372.jpeg,0004329.png,dataset\SYNTHIA_256\image\0004329.png,dataset\SYNTHIA_256\new_labels_100\0004329.png,0.5786590576171875
5372.327925062979,-13530.249232928141,-12.015478,2.5836067,Cityscapes,dataset\original_cityscapes_inputs\73.jpeg,0004329.png,dataset\SYNTHIA_256\image\0004329.png,dataset\SYNTHIA_256\new_labels_100\0004329.png,0.496612548828125
-54.46489943429363,2041.6735813551634,5.335838,8.38699,Cityscapes,dataset\original_cityscapes_inputs\106.jpeg,0009019.png,dataset\SYNTHIA_256\image\0009019.png,dataset\SYNTHIA_256\new_labels_100\0009019.png,0.4945526123046875
3905.0341619012675,11128.537473742983,9.484527,7.5562863,Cityscapes,dataset\original_cityscapes_inputs\323.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.6926422119140625
373.0964634915251,1324.9955884993294,4.897769,3.7209978,Cityscapes,dataset\original_cityscapes_inputs\384.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.67095947265625
4856.530281322239,7043.345359197111,12.557061,9.43076,Cityscapes,dataset\original_cityscapes_inputs\251.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.583251953125
-918.9434423989917,-7477.464583796018,20.590202,-4.137994,Cityscapes,dataset\original_cityscapes_inputs\175.jpeg,0004686.png,dataset\SYNTHIA_256\image\0004686.png,dataset\SYNTHIA_256\new_labels_100\0004686.png,0.581817626953125
3148.4968819601745,13699.008590476678,4.257221,13.892776,Cityscapes,dataset\original_cityscapes_inputs\41.jpeg,0000489.png,dataset\SYNTHIA_256\image\0000489.png,dataset\SYNTHIA_256\new_labels_100\0000489.png,0.554901123046875
5400.075696328887,-3334.144945294374,-6.3325953,11.596053,Cityscapes,dataset\original_cityscapes_inputs\294.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.5364227294921875
1778.086964181157,-2892.5178007880036,-5.57918,2.3218675,Cityscapes,dataset\original_cityscapes_inputs\219.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.5647125244140625
-1590.7295278209363,-2459.6469663077246,-5.6173716,-0.5045607,Cityscapes,dataset\original_cityscapes_inputs\116.jpeg,0005323.png,dataset\SYNTHIA_256\image\0005323.png,dataset\SYNTHIA_256\new_labels_100\0005323.png,0.4888153076171875
4611.804894324094,-15126.041464675769,-13.5982,1.1019136,Cityscapes,dataset\original_cityscapes_inputs\84.jpeg,0004329.png,dataset\SYNTHIA_256\image\0004329.png,dataset\SYNTHIA_256\new_labels_100\0004329.png,0.6070098876953125
43.06250345862588,31.94698332318243,-2.217897,4.449642,Cityscapes,dataset\original_cityscapes_inputs\257.jpeg,0004688.png,dataset\SYNTHIA_256\image\0004688.png,dataset\SYNTHIA_256\new_labels_100\0004688.png,0.571807861328125
2263.184986018552,-6829.315951984176,-2.8429453,10.388747,Cityscapes,dataset\original_cityscapes_inputs\151.jpeg,0004446.png,dataset\SYNTHIA_256\image\0004446.png,dataset\SYNTHIA_256\new_labels_100\0004446.png,0.50677490234375
8749.91093694406,19834.598492322908,6.4994326,16.925644,Cityscapes,dataset\original_cityscapes_inputs\196.jpeg,0005323.png,dataset\SYNTHIA_256\image\0005323.png,dataset\SYNTHIA_256\new_labels_100\0005323.png,0.46649169921875
