pca_1,pca_2,tsne_1,tsne_2,dataset,path,similar_name,similar_image_paths,similar_label_paths,IoU_score
-8577.305007008643,2552.0773010036505,2.046561,3.8105896,Cityscapes,dataset\original_cityscapes_inputs\94.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.566497802734375
-870.8856410124371,-3682.8944646341174,-2.812344,-2.8297322,Cityscapes,dataset\original_cityscapes_inputs\139.jpeg,0005291.png,dataset\SYNTHIA_256\image\0005291.png,dataset\SYNTHIA_256\new_labels_100\0005291.png,0.4924774169921875
-5378.957474361798,-2095.0233353353124,2.9148355,-1.2846311,Cityscapes,dataset\original_cityscapes_inputs\260.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.556060791015625
4055.2350966706845,9678.993689453595,-6.785998,0.35051444,Cityscapes,dataset\original_cityscapes_inputs\70.jpeg,0004607.png,dataset\SYNTHIA_256\image\0004607.png,dataset\SYNTHIA_256\new_labels_100\0004607.png,0.621002197265625
2539.3859412640204,8349.807109991418,-5.014385,-0.7772172,Cityscapes,dataset\original_cityscapes_inputs\430.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.5581207275390625
4076.992932729776,7337.313364154139,-4.589637,5.7827373,Cityscapes,dataset\original_cityscapes_inputs\74.jpeg,0004775.png,dataset\SYNTHIA_256\image\0004775.png,dataset\SYNTHIA_256\new_labels_100\0004775.png,0.5567474365234375
6090.280292029766,-17682.279473777766,-0.017084846,-7.366361,Cityscapes,dataset\original_cityscapes_inputs\498.jpeg,0000460.png,dataset\SYNTHIA_256\image\0000460.png,dataset\SYNTHIA_256\new_labels_100\0000460.png,0.6070709228515625
6430.98705956934,-1504.246973269095,-4.2169256,1.4311426,Cityscapes,dataset\original_cityscapes_inputs\403.jpeg,0009161.png,dataset\SYNTHIA_256\image\0009161.png,dataset\SYNTHIA_256\new_labels_100\0009161.png,0.4966278076171875
7515.106566037446,19899.90598921729,-13.732919,2.943372,Cityscapes,dataset\original_cityscapes_inputs\315.jpeg,0004618.png,dataset\SYNTHIA_256\image\0004618.png,dataset\SYNTHIA_256\new_labels_100\0004618.png,0.6208038330078125
6742.564601249637,-6757.647199933031,-2.9547033,-6.6841326,Cityscapes,dataset\original_cityscapes_inputs\347.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.4949188232421875
-1053.4490441513792,2213.2281802769903,1.3706027,3.054406,Cityscapes,dataset\original_cityscapes_inputs\276.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.5640716552734375
5686.689287670031,3602.8630063160344,-9.855039,-3.2708201,Cityscapes,dataset\original_cityscapes_inputs\277.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.6403656005859375
5913.2223058063,4651.9109089878675,-8.408422,-4.335453,Cityscapes,dataset\original_cityscapes_inputs\33.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.5217742919921875
3820.5724548699486,1038.6190949151144,-7.245127,-6.2912107,Cityscapes,dataset\original_cityscapes_inputs\285.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.5512542724609375
3630.101295163567,-2.2448929906323705,-3.6646976,-2.7734332,Cityscapes,dataset\original_cityscapes_inputs\244.jpeg,0004618.png,dataset\SYNTHIA_256\image\0004618.png,dataset\SYNTHIA_256\new_labels_100\0004618.png,0.620635986328125
6957.618959297936,-231.77716821608857,-5.8526244,-2.7896383,Cityscapes,dataset\original_cityscapes_inputs\43.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.594207763671875
1656.836411570508,-6655.616167255989,-0.91301286,-5.71179,Cityscapes,dataset\original_cityscapes_inputs\296.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.475616455078125
4354.632332378894,-10576.434129718164,-0.67802453,4.889825,Cityscapes,dataset\original_cityscapes_inputs\344.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.53192138671875
6089.538735212327,-6455.978020799665,-1.4171541,-4.2633066,Cityscapes,dataset\original_cityscapes_inputs\454.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.53466796875
7808.172337001683,6691.533235392387,-7.5191545,0.49652854,Cityscapes,dataset\original_cityscapes_inputs\39.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.6110382080078125
-1180.500611648385,-2207.871125980333,-0.30213878,-2.3922806,Cityscapes,dataset\original_cityscapes_inputs\116.jpeg,0004775.png,dataset\SYNTHIA_256\image\0004775.png,dataset\SYNTHIA_256\new_labels_100\0004775.png,0.4886474609375
10558.72744900846,5328.914858650648,-8.398681,1.019466,Cityscapes,dataset\original_cityscapes_inputs\72.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.5966033935546875
-2432.3962095415577,-2794.932146553049,-1.8393862,-2.6651125,Cityscapes,dataset\original_cityscapes_inputs\216.jpeg,0005291.png,dataset\SYNTHIA_256\image\0005291.png,dataset\SYNTHIA_256\new_labels_100\0005291.png,0.4632720947265625
91.78783721654136,5210.094670110237,1.3277515,3.4012394,Cityscapes,dataset\original_cityscapes_inputs\117.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.613983154296875
3896.475082954822,-1173.1669311760322,-4.886152,-2.141552,Cityscapes,dataset\original_cityscapes_inputs\204.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.499359130859375
-3999.6442931029574,-2630.885155662571,-2.559724,-1.7135613,Cityscapes,dataset\original_cityscapes_inputs\334.jpeg,0005291.png,dataset\SYNTHIA_256\image\0005291.png,dataset\SYNTHIA_256\new_labels_100\0005291.png,0.5631561279296875
-2966.464802229888,1680.3281663662624,-0.67112446,1.8326925,Cityscapes,dataset\original_cityscapes_inputs\423.jpeg,0004167.png,dataset\SYNTHIA_256\image\0004167.png,dataset\SYNTHIA_256\new_labels_100\0004167.png,0.6367950439453125
1831.5699179124856,4404.218727952475,-3.9256568,-1.6781065,Cityscapes,dataset\original_cityscapes_inputs\104.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.5631866455078125
-1799.6967896540566,4081.426158209175,-4.5570393,-0.22269364,Cityscapes,dataset\original_cityscapes_inputs\361.jpeg,0004421.png,dataset\SYNTHIA_256\image\0004421.png,dataset\SYNTHIA_256\new_labels_100\0004421.png,0.6638641357421875
6351.179339741405,2840.518457949534,-3.9836452,2.990856,Cityscapes,dataset\original_cityscapes_inputs\311.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.54217529296875
7316.348839251735,1296.7997852857075,-5.983283,4.214192,Cityscapes,dataset\original_cityscapes_inputs\485.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.6456146240234375
-511.91094574208097,14792.769525313606,-2.105478,5.8607106,Cityscapes,dataset\original_cityscapes_inputs\200.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.6084442138671875
4193.13569834234,-338.1419786382415,-6.057637,-5.2301903,Cityscapes,dataset\original_cityscapes_inputs\121.jpeg,0004775.png,dataset\SYNTHIA_256\image\0004775.png,dataset\SYNTHIA_256\new_labels_100\0004775.png,0.652801513671875
-4311.463378287212,1236.200501029115,-1.0464431,1.3020056,Cityscapes,dataset\original_cityscapes_inputs\272.jpeg,0003362.png,dataset\SYNTHIA_256\image\0003362.png,dataset\SYNTHIA_256\new_labels_100\0003362.png,0.8092041015625
-15320.296888940333,-3223.351344008565,9.810198,1.6024411,Cityscapes,dataset\original_cityscapes_inputs\68.jpeg,0004607.png,dataset\SYNTHIA_256\image\0004607.png,dataset\SYNTHIA_256\new_labels_100\0004607.png,0.522003173828125
7721.110844547348,-3770.1364229120986,-2.9761832,-4.1033454,Cityscapes,dataset\original_cityscapes_inputs\89.jpeg,0004607.png,dataset\SYNTHIA_256\image\0004607.png,dataset\SYNTHIA_256\new_labels_100\0004607.png,0.582977294921875
-7641.004305130674,-4361.541525521059,3.7490375,-1.8028356,Cityscapes,dataset\original_cityscapes_inputs\79.jpeg,0004618.png,dataset\SYNTHIA_256\image\0004618.png,dataset\SYNTHIA_256\new_labels_100\0004618.png,0.4222564697265625
-4549.569710375553,560.3987039690793,-1.417664,0.6113718,Cityscapes,dataset\original_cityscapes_inputs\395.jpeg,0004607.png,dataset\SYNTHIA_256\image\0004607.png,dataset\SYNTHIA_256\new_labels_100\0004607.png,0.62823486328125
3557.206019165094,1797.4261515328456,-8.849957,-3.1622894,Cityscapes,dataset\original_cityscapes_inputs\91.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.545379638671875
12017.778970110716,-13266.007954297844,-2.6583364,-7.892323,Cityscapes,dataset\original_cityscapes_inputs\75.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.55535888671875
3407.2594004410175,5045.309602998141,-8.419426,-4.396295,Cityscapes,dataset\original_cityscapes_inputs\188.jpeg,0004618.png,dataset\SYNTHIA_256\image\0004618.png,dataset\SYNTHIA_256\new_labels_100\0004618.png,0.772186279296875
-1602.2540879061794,2241.3070720816177,-2.08774,1.2711197,Cityscapes,dataset\original_cityscapes_inputs\202.jpeg,0003362.png,dataset\SYNTHIA_256\image\0003362.png,dataset\SYNTHIA_256\new_labels_100\0003362.png,0.807220458984375
-3208.19349920541,-7954.449784368895,2.4036827,-3.4594128,Cityscapes,dataset\original_cityscapes_inputs\450.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.5034942626953125
6060.89360035253,1808.402746569127,-8.27083,1.5882854,Cityscapes,dataset\original_cityscapes_inputs\193.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.5811309814453125
3248.451909073061,9933.059543772062,-10.4808235,1.6820947,Cityscapes,dataset\original_cityscapes_inputs\288.jpeg,0004270.png,dataset\SYNTHIA_256\image\0004270.png,dataset\SYNTHIA_256\new_labels_100\0004270.png,0.5072021484375
-3795.0887567434024,-5101.834796963772,-2.412712,-2.689613,Cityscapes,dataset\original_cityscapes_inputs\177.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.501556396484375
1232.5413004201357,-8927.09934412372,0.8488231,-4.769649,Cityscapes,dataset\original_cityscapes_inputs\239.jpeg,0004775.png,dataset\SYNTHIA_256\image\0004775.png,dataset\SYNTHIA_256\new_labels_100\0004775.png,0.5625457763671875
-5110.198288754372,3188.643339481635,-1.4612204,2.3206537,Cityscapes,dataset\original_cityscapes_inputs\250.jpeg,0003362.png,dataset\SYNTHIA_256\image\0003362.png,dataset\SYNTHIA_256\new_labels_100\0003362.png,0.809783935546875
-4258.409381385766,7340.653164397144,1.8730781,4.929209,Cityscapes,dataset\original_cityscapes_inputs\480.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.596923828125
-57.459670693617205,6540.1817679624455,-0.3271456,-1.3091137,Cityscapes,dataset\original_cityscapes_inputs\101.jpeg,0000167.png,dataset\SYNTHIA_256\image\0000167.png,dataset\SYNTHIA_256\new_labels_100\0000167.png,0.610382080078125
2469.1679361931424,-9279.68711508204,0.8846276,-7.003543,Cityscapes,dataset\original_cityscapes_inputs\147.jpeg,0000427.png,dataset\SYNTHIA_256\image\0000427.png,dataset\SYNTHIA_256\new_labels_100\0000427.png,0.552398681640625
-1781.2001611217602,4512.027303771196,-2.9725146,-0.43750092,Cityscapes,dataset\original_cityscapes_inputs\479.jpeg,0004607.png,dataset\SYNTHIA_256\image\0004607.png,dataset\SYNTHIA_256\new_labels_100\0004607.png,0.6118011474609375
8901.814585979899,-3902.8347569688435,-5.503175,-3.3953662,Cityscapes,dataset\original_cityscapes_inputs\5.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.598663330078125
4809.85368462934,-7425.898346386039,-2.114924,-5.5913568,Cityscapes,dataset\original_cityscapes_inputs\240.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.531219482421875
-2364.4972667952507,3608.7174403594213,-2.8982527,2.4432054,Cityscapes,dataset\original_cityscapes_inputs\248.jpeg,0004775.png,dataset\SYNTHIA_256\image\0004775.png,dataset\SYNTHIA_256\new_labels_100\0004775.png,0.5868377685546875
6533.274257588424,-5023.5047052724785,-3.799971,-4.9686675,Cityscapes,dataset\original_cityscapes_inputs\265.jpeg,0004607.png,dataset\SYNTHIA_256\image\0004607.png,dataset\SYNTHIA_256\new_labels_100\0004607.png,0.606964111328125
-263.0964354677159,3293.8486131394648,-5.0457997,0.3365969,Cityscapes,dataset\original_cityscapes_inputs\383.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.6079559326171875
6721.943471545042,12852.63125457902,-13.5378895,2.1395257,Cityscapes,dataset\original_cityscapes_inputs\191.jpeg,0004775.png,dataset\SYNTHIA_256\image\0004775.png,dataset\SYNTHIA_256\new_labels_100\0004775.png,0.6087799072265625
-3050.8351750381958,6279.276977379176,-2.3846548,2.0736687,Cityscapes,dataset\original_cityscapes_inputs\209.jpeg,0003362.png,dataset\SYNTHIA_256\image\0003362.png,dataset\SYNTHIA_256\new_labels_100\0003362.png,0.7834014892578125
-256.84867142475866,-2791.821787623092,-0.52385014,0.42569536,Cityscapes,dataset\original_cityscapes_inputs\313.jpeg,0004421.png,dataset\SYNTHIA_256\image\0004421.png,dataset\SYNTHIA_256\new_labels_100\0004421.png,0.5633392333984375
468.0876904433817,-2320.167663792677,-2.0539782,-2.5699117,Cityscapes,dataset\original_cityscapes_inputs\179.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.5853729248046875
-610.5412515770718,3745.002785213281,0.2468889,3.3922517,Cityscapes,dataset\original_cityscapes_inputs\174.jpeg,0001613.png,dataset\SYNTHIA_256\image\0001613.png,dataset\SYNTHIA_256\new_labels_100\0001613.png,0.521759033203125
4675.6774536563435,-8106.823703552112,-2.0496657,7.8360376,Cityscapes,dataset\original_cityscapes_inputs\20.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.59832763671875
9601.988922736966,8685.841758912255,-10.685642,0.732007,Cityscapes,dataset\original_cityscapes_inputs\491.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.4771728515625
1571.4852312740488,4197.483563719532,-4.921367,-1.3633425,Cityscapes,dataset\original_cityscapes_inputs\353.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.7004241943359375
1499.2906810705547,5769.124591120887,-5.8390946,0.75490075,Cityscapes,dataset\original_cityscapes_inputs\172.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.5489349365234375
-651.6473721788094,-4565.120209135334,0.30223155,-2.8442874,Cityscapes,dataset\original_cityscapes_inputs\300.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.582275390625
-409.49457709268853,2581.9480496445467,-4.2429485,4.892535,Cityscapes,dataset\original_cityscapes_inputs\195.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.6374969482421875
12310.907342892599,8841.590905828567,-11.707112,0.4075103,Cityscapes,dataset\original_cityscapes_inputs\9.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.5122833251953125
-2963.689419803146,-4435.770737066605,0.77000326,-2.6327543,Cityscapes,dataset\original_cityscapes_inputs\391.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.5441436767578125
4956.656573098079,-9886.020154258811,-0.5477932,-6.2404027,Cityscapes,dataset\original_cityscapes_inputs\158.jpeg,0004421.png,dataset\SYNTHIA_256\image\0004421.png,dataset\SYNTHIA_256\new_labels_100\0004421.png,0.551300048828125
-3066.386978728628,5144.8750322850165,-1.47858,2.8944614,Cityscapes,dataset\original_cityscapes_inputs\42.jpeg,0004607.png,dataset\SYNTHIA_256\image\0004607.png,dataset\SYNTHIA_256\new_labels_100\0004607.png,0.507354736328125
-2616.5164016239846,3803.568385430496,-3.995173,-0.456714,Cityscapes,dataset\original_cityscapes_inputs\429.jpeg,0004618.png,dataset\SYNTHIA_256\image\0004618.png,dataset\SYNTHIA_256\new_labels_100\0004618.png,0.5931549072265625
-1743.0281623572412,-5182.027055157794,1.320104,-2.5936666,Cityscapes,dataset\original_cityscapes_inputs\29.jpeg,0004607.png,dataset\SYNTHIA_256\image\0004607.png,dataset\SYNTHIA_256\new_labels_100\0004607.png,0.6077728271484375
2466.94810972466,-5078.019157328588,-0.7924103,-5.107872,Cityscapes,dataset\original_cityscapes_inputs\314.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.4988861083984375
3738.189199828405,3445.2804676183323,-5.4210844,3.5369294,Cityscapes,dataset\original_cityscapes_inputs\368.jpeg,0004775.png,dataset\SYNTHIA_256\image\0004775.png,dataset\SYNTHIA_256\new_labels_100\0004775.png,0.5648956298828125
4738.847264925126,1829.1567474983276,-1.4548466,-1.083074,Cityscapes,dataset\original_cityscapes_inputs\376.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.5276031494140625
-4965.45999489568,-6821.304188659817,1.8369707,-2.484775,Cityscapes,dataset\original_cityscapes_inputs\44.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.493927001953125
7971.336208892882,14887.235666900553,-13.505726,2.1834364,Cityscapes,dataset\original_cityscapes_inputs\494.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.5890045166015625
4865.536028183836,-2763.9828963161235,-6.658233,-3.295197,Cityscapes,dataset\original_cityscapes_inputs\282.jpeg,0004618.png,dataset\SYNTHIA_256\image\0004618.png,dataset\SYNTHIA_256\new_labels_100\0004618.png,0.555511474609375
6382.878242596661,8448.454227055592,-8.716656,3.998765,Cityscapes,dataset\original_cityscapes_inputs\400.jpeg,0004607.png,dataset\SYNTHIA_256\image\0004607.png,dataset\SYNTHIA_256\new_labels_100\0004607.png,0.5723114013671875
5577.549149039311,-1230.979496688477,-6.006454,4.85759,Cityscapes,dataset\original_cityscapes_inputs\92.jpeg,0004775.png,dataset\SYNTHIA_256\image\0004775.png,dataset\SYNTHIA_256\new_labels_100\0004775.png,0.6043701171875
4965.186080394792,8284.911236848837,0.8408232,5.972067,Cityscapes,dataset\original_cityscapes_inputs\215.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.6038970947265625
-1721.4371724761224,1561.5798823086122,-3.3614855,-0.68736315,Cityscapes,dataset\original_cityscapes_inputs\123.jpeg,0004775.png,dataset\SYNTHIA_256\image\0004775.png,dataset\SYNTHIA_256\new_labels_100\0004775.png,0.503509521484375
5567.117138976079,-9748.28678931214,-1.9526296,-7.490219,Cityscapes,dataset\original_cityscapes_inputs\420.jpeg,0002688.png,dataset\SYNTHIA_256\image\0002688.png,dataset\SYNTHIA_256\new_labels_100\0002688.png,0.5557708740234375
1114.8358459389021,7075.118847410582,-5.8968453,5.997408,Cityscapes,dataset\original_cityscapes_inputs\475.jpeg,0004421.png,dataset\SYNTHIA_256\image\0004421.png,dataset\SYNTHIA_256\new_labels_100\0004421.png,0.62933349609375
4871.396622945972,8252.849263755043,-6.9243345,1.4587945,Cityscapes,dataset\original_cityscapes_inputs\218.jpeg,0004775.png,dataset\SYNTHIA_256\image\0004775.png,dataset\SYNTHIA_256\new_labels_100\0004775.png,0.5467071533203125
3341.4776429977755,-12747.904415363588,-1.2316216,-6.30456,Cityscapes,dataset\original_cityscapes_inputs\235.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.609619140625
4915.266578765634,-7091.297339651489,-2.8544436,-6.6957684,Cityscapes,dataset\original_cityscapes_inputs\242.jpeg,0005321.png,dataset\SYNTHIA_256\image\0005321.png,dataset\SYNTHIA_256\new_labels_100\0005321.png,0.502471923828125
-5858.882571703711,-545.8919634355444,0.76705194,1.8185769,Cityscapes,dataset\original_cityscapes_inputs\222.jpeg,0004607.png,dataset\SYNTHIA_256\image\0004607.png,dataset\SYNTHIA_256\new_labels_100\0004607.png,0.7103118896484375
-15404.164973788096,-2149.842324902849,8.899217,0.68324107,Synthia,dataset\SYNTHIA_256\image\0001480.png,237.jpeg,dataset\original_cityscapes_inputs\237.jpeg,dataset\cityscapes_labels_100\237.jpeg,0.4358978271484375
-18665.561275919987,1163.3926503335342,10.611006,3.2380114,Synthia,dataset\SYNTHIA_256\image\0003215.png,188.jpeg,dataset\original_cityscapes_inputs\188.jpeg,dataset\cityscapes_labels_100\188.jpeg,0.492340087890625
-16573.74727350107,2489.7369064793766,10.875667,3.9524217,Synthia,dataset\SYNTHIA_256\image\0002457.png,147.jpeg,dataset\original_cityscapes_inputs\147.jpeg,dataset\cityscapes_labels_100\147.jpeg,0.4876861572265625
-14744.651408299766,-4469.1670780783625,8.942293,-0.29721403,Synthia,dataset\SYNTHIA_256\image\0004959.png,101.jpeg,dataset\original_cityscapes_inputs\101.jpeg,dataset\cityscapes_labels_100\101.jpeg,0.5872039794921875
-3468.833607840944,18113.538418015298,3.9392235,6.841429,Synthia,dataset\SYNTHIA_256\image\0001305.png,423.jpeg,dataset\original_cityscapes_inputs\423.jpeg,dataset\cityscapes_labels_100\423.jpeg,0.5363311767578125
15436.938996071034,6832.944896806898,-7.363875,4.50762,Synthia,dataset\SYNTHIA_256\image\0003010.png,498.jpeg,dataset\original_cityscapes_inputs\498.jpeg,dataset\cityscapes_labels_100\498.jpeg,0.4250640869140625
-425.47958593986766,3236.3444290556768,-2.7604258,1.4954408,Synthia,dataset\SYNTHIA_256\image\0004946.png,188.jpeg,dataset\original_cityscapes_inputs\188.jpeg,dataset\cityscapes_labels_100\188.jpeg,0.627716064453125
18695.8993729748,2329.703169535244,-8.073207,-0.67137945,Synthia,dataset\SYNTHIA_256\image\0001450.png,334.jpeg,dataset\original_cityscapes_inputs\334.jpeg,dataset\cityscapes_labels_100\334.jpeg,0.3942413330078125
19324.542490175187,-761.2914254960505,-7.110904,3.9948258,Synthia,dataset\SYNTHIA_256\image\0005761.png,272.jpeg,dataset\original_cityscapes_inputs\272.jpeg,dataset\cityscapes_labels_100\272.jpeg,0.5967559814453125
-15669.843939048624,-3432.871979055824,9.974117,0.7700429,Synthia,dataset\SYNTHIA_256\image\0007732.png,191.jpeg,dataset\original_cityscapes_inputs\191.jpeg,dataset\cityscapes_labels_100\191.jpeg,0.45391845703125
-23072.368531069005,434.9420195436135,11.777212,2.8361673,Synthia,dataset\SYNTHIA_256\image\0008856.png,485.jpeg,dataset\original_cityscapes_inputs\485.jpeg,dataset\cityscapes_labels_100\485.jpeg,0.4946441650390625
949.0950976634185,-8933.87315645831,1.5478075,-3.5687723,Synthia,dataset\SYNTHIA_256\image\0006313.png,423.jpeg,dataset\original_cityscapes_inputs\423.jpeg,dataset\cityscapes_labels_100\423.jpeg,0.4936981201171875
17616.174588932958,-5268.229595078556,-3.4388905,-9.056162,Synthia,dataset\SYNTHIA_256\image\0006355.png,395.jpeg,dataset\original_cityscapes_inputs\395.jpeg,dataset\cityscapes_labels_100\395.jpeg,0.48748779296875
